date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:51	92564/92564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216994-5d9a7b14c6f43%22	http://localhost/wordpress/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from http://localhost/wordpress/)
17:25:51	72604/72604	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:25:40%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/20	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/pages/20.json	(from http://localhost/wordpress/)
17:25:52	18385/18385	---M-Z	200	added ('OK')	text/css	etag:%2247d1-5d9cc5ef7625d-gzip%22	http://localhost/wordpress/wp-content/et-cache/20/et-core-unified-deferred-20.min.css?ver=1646846673	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/et-cache/20/et-core-unified-deferred-20.min473e.css	(from http://localhost/wordpress/)
17:25:52	1740/1740	---M--	200	added ('OK')	image/png	etag:%226cc-5d9a7b15578cf%22	http://localhost/wordpress/wp-content/themes/Divi/images/logo.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/images/logo.png	(from http://localhost/wordpress/)
17:25:53	3371/3371	---M--	200	added ('OK')	image/png	etag:%22d2b-5d9a7b9f768ae%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_13-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_13-1.png	(from http://localhost/wordpress/)
17:25:54	5473/5473	---M--	200	added ('OK')	image/png	etag:%221561-5d9a7b9fa99e6%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_15.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_15.png	(from http://localhost/wordpress/)
17:25:56	171800/171800	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:25:54%20GMT	http://localhost/wordpress/about-us/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/about-us/index.html	(from http://localhost/wordpress/)
17:25:57	25693/25693	---M--	200	added ('OK')	image/png	etag:%22645d-5d9a7ba783849%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-02.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-02.png	(from http://localhost/wordpress/)
17:25:57	5949/5949	---M--	200	added ('OK')	image/png	etag:%22173d-5d9a7b9fd6d4b%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_14.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Icon_14.png	(from http://localhost/wordpress/)
17:25:58	105410/105410	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:25:57%20GMT	http://localhost/wordpress/sample-page/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/sample-page/index.html	(from http://localhost/wordpress/)
17:26:06	46731/46731	---M--	200	added ('OK')	image/png	etag:%22b68b-5d9a7beded215%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_19.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_19.png	(from http://localhost/wordpress/)
17:26:07	51687/51687	---M--	200	added ('OK')	image/jpeg	etag:%22c9e7-5d9a7bf108dac%22	http://localhost/wordpress/wp-content/uploads/2022/03/portrait-square-07.jpg	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/portrait-square-07.jpg	(from http://localhost/wordpress/)
17:26:08	204889/204889	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:06%20GMT	http://localhost/wordpress/7-2/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/7-2/index.html	(from http://localhost/wordpress/)
17:26:09	133212/133212	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:08%20GMT	http://localhost/wordpress/category/uncategorized/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/category/uncategorized/index.html	(from http://localhost/wordpress/)
17:26:10	83369/83369	---M-Z	200	added ('OK')	text/css	etag:%22145a9-5d83bf73a0c80-gzip%22	http://localhost/wordpress/wp-includes/css/dist/block-library/style.min.css?ver=5.9.1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-includes/css/dist/block-library/style.min74e5.css	(from http://localhost/wordpress/)
17:26:10	132843/132843	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:10%20GMT	http://localhost/wordpress/2022/03/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/2022/03/index.html	(from http://localhost/wordpress/)
17:26:12	20181/20181	---M--	200	added ('OK')	image/png	etag:%224ed5-5d9a7bf1b9dfe%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_05-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_05-1.png	(from http://localhost/wordpress/)
17:26:14	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/wordpress/)
17:26:14	188277/188277	---M--	200	added ('OK')	image/png	etag:%222df75-5d9a7b9ac2883%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_07-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_07-1.png	(from http://localhost/wordpress/)
17:26:14	191024/191024	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:25:41%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
17:26:14	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300-gzip%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-includes/js/jquery/jquery.minaf6c.js	(from http://localhost/wordpress/)
17:26:15	16279/16279	---M-Z	200	added ('OK')	application/javascript	etag:%223f97-5d9a7b16a49a7-gzip%22	http://localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/hashchange.js?ver=4.14.8	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/hashchange3c93.js	(from http://localhost/wordpress/)
17:26:15	9318/9318	---M-Z	200	added ('OK')	application/javascript	etag:%222466-5d9a7b16a3df0-gzip%22	http://localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart.js?ver=4.14.8	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart3c93.js	(from http://localhost/wordpress/)
17:26:15	1343/1343	---M-Z	200	added ('OK')	application/javascript	etag:%2253f-5d9a7b14cf407-gzip%22	http://localhost/wordpress/wp-content/themes/Divi/core/admin/js/common.js?ver=4.14.8	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/core/admin/js/common3c93.js	(from http://localhost/wordpress/)
17:26:16	1422/1422	---M--	200	added ('OK')	image/gif	etag:%2258e-5d9a7b17d11af%22	http://localhost/wordpress/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from http://localhost/wordpress/wp-content/et-cache/20/et-divi-dynamic-20.css?ver=1646846671)
17:26:16	69275/69275	---M-Z	200	added ('OK')	text/css	etag:%2210e9b-5d9cc63d3452e-gzip%22	http://localhost/wordpress/wp-content/et-cache/27/et-divi-dynamic-27.css?ver=1646846754	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/et-cache/27/et-divi-dynamic-27947f.css	(from http://localhost/wordpress/about-us/)
17:26:17	2345/2345	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:17%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout-us%2F	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed10e1.json	(from http://localhost/wordpress/about-us/)
17:26:18	2411/2411	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Mar%202022%2017:26:17%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed408f	(from http://localhost/wordpress/about-us/)
17:26:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Mar%202022%2017:26:18%20GMT	http://localhost/wordpress/?p=27	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/index1c4a.html	(from http://localhost/wordpress/about-us/)
17:26:19	28508/28508	---M--	200	added ('OK')	image/png	etag:%226f5c-5d9a7bef47afe%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-04.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-04.png	(from http://localhost/wordpress/wp-content/et-cache/20/et-core-unified-deferred-20.min.css?ver=1646846673)
17:26:20	9479/9479	---M--	200	added ('OK')	image/png	etag:%222507-5d9a7b96e5e1d%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_11.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_11.png	(from http://localhost/wordpress/about-us/)
17:26:24	273011/273011	---MCZ	200	added ('OK')	application/javascript	etag:%2242a73-5d9a7b17e2ebf-gzip%22	http://localhost/wordpress/wp-content/themes/Divi/js/scripts.min.js?ver=4.14.8	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/js/scripts.min3c93.js	(from http://localhost/wordpress/)
17:26:24	44144/44144	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:17%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/27	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/pages/27.json	(from http://localhost/wordpress/about-us/)
17:26:24	1932/1932	---M--	200	added ('OK')	image/png	etag:%2278c-5d9a7c3875ad0%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_01-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_01-1.png	(from http://localhost/wordpress/about-us/)
17:26:25	2471/2471	---M--	200	added ('OK')	image/png	etag:%229a7-5d9a7c38bfb80%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_02.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_02.png	(from http://localhost/wordpress/about-us/)
17:26:25	41809/41809	---M--	200	added ('OK')	image/png	etag:%22a351-5d9a7c32ee8e1%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_03-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_03-1.png	(from http://localhost/wordpress/about-us/)
17:26:25	2004/2004	---M--	200	added ('OK')	image/png	etag:%227d4-5d9a7c38fd010%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_03.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_03.png	(from http://localhost/wordpress/about-us/)
17:26:25	37328/37328	---M--	200	added ('OK')	image/png	etag:%2291d0-5d9a7c346b5ba%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_05.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_05.png	(from http://localhost/wordpress/about-us/)
17:26:25	886/886	---M--	200	added ('OK')	image/png	etag:%22376-5d9a7c3939fe9%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_04.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_04.png	(from http://localhost/wordpress/about-us/)
17:26:26	1991/1991	---M--	200	added ('OK')	image/png	etag:%227c7-5d9a7c3a1d1c9%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_05.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_05.png	(from http://localhost/wordpress/about-us/)
17:26:26	1825/1825	---M--	200	added ('OK')	image/png	etag:%22721-5d9a7c3a60005%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_06.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_06.png	(from http://localhost/wordpress/about-us/)
17:26:26	1838/1838	---M--	200	added ('OK')	image/png	etag:%2272e-5d9a7c3aa0293%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_07.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_07.png	(from http://localhost/wordpress/about-us/)
17:26:26	1623/1623	---M--	200	added ('OK')	image/png	etag:%22657-5d9a7c3afaa48%22	http://localhost/wordpress/wp-content/uploads/2022/03/logo_08.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/logo_08.png	(from http://localhost/wordpress/about-us/)
17:26:28	2766/2766	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:27%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/pages/2.json	(from http://localhost/wordpress/sample-page/)
17:26:28	750/750	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e8f0496f00cd3afa1f679f19ed63456c-gzip%22	http://localhost/wordpress/sample-page/feed/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/sample-page/feed/index.html	(from http://localhost/wordpress/sample-page/)
17:26:29	2360/2360	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:28%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fsample-page%2F	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed19c7.json	(from http://localhost/wordpress/sample-page/)
17:26:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Mar%202022%2017:26:29%20GMT	http://localhost/wordpress/?p=2	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/index905b.html	(from http://localhost/wordpress/sample-page/)
17:26:30	2426/2426	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Mar%202022%2017:26:29%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2Fsample-page%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed8b1f	(from http://localhost/wordpress/sample-page/)
17:26:30	225/225	---M-Z	200	added ('OK')	text/css	etag:%22e1-5d9cc640179b6-gzip%22	http://localhost/wordpress/wp-content/et-cache/global/et-divi-customizer-global.min.css?ver=1646846757	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/et-cache/global/et-divi-customizer-global.mina409.css	(from http://localhost/wordpress/sample-page/)
17:26:30	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2009%20Mar%202022%2017:26:30%20GMT	http://localhost/wordpress/wp-admin/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-admin/index.html	(from http://localhost/wordpress/sample-page/)
17:26:31	145585/145585	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:31%20GMT	http://localhost/wordpress/2022/03/06/hello-world/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/2022/03/06/hello-world/index.html	(from http://localhost/wordpress/sample-page/)
17:26:32	97814/97814	---M-Z	200	added ('OK')	text/css	etag:%2217e16-5d9cc6486d240-gzip%22	http://localhost/wordpress/wp-content/et-cache/7/et-divi-dynamic-7.css?ver=1646846766	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/et-cache/7/et-divi-dynamic-76cde.css	(from http://localhost/wordpress/7-2/)
17:26:38	107198/107198	---M--	200	added ('OK')	image/png	etag:%221a2be-5d9a7c3691d02%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_14.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_14.png	(from http://localhost/wordpress/about-us/)
17:26:39	2335/2335	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:38%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F7-2%2F	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed322b.json	(from http://localhost/wordpress/7-2/)
17:26:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Mar%202022%2017:26:39%20GMT	http://localhost/wordpress/?p=7	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/indexc4f7.html	(from http://localhost/wordpress/7-2/)
17:26:39	2401/2401	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Mar%202022%2017:26:39%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F7-2%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embedced9	(from http://localhost/wordpress/7-2/)
17:26:42	56678/56678	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:32%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/pages/7.json	(from http://localhost/wordpress/7-2/)
17:26:52	169179/169179	---M--	200	added ('OK')	image/png	etag:%22294db-5d9a7c2fe00c0%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-03-1.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto-bg-03-1.png	(from http://localhost/wordpress/about-us/)
17:26:53	631/631	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:53%20GMT	http://localhost/wordpress/wp-json/wp/v2/categories/1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/categories/1.json	(from http://localhost/wordpress/category/uncategorized/)
17:26:54	1720/1720	---M-Z	200	added ('OK')	application/rss+xml	etag:%221f696b31b8825f0d9c603ec335ba9b50-gzip%22	http://localhost/wordpress/category/uncategorized/feed/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/category/uncategorized/feed/index.html	(from http://localhost/wordpress/category/uncategorized/)
17:26:54	3349/3349	---M-Z	200	added ('OK')	application/javascript	etag:%22d15-5d9a7b16a5176-gzip%22	http://localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.14.8	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids3c93.js	(from http://localhost/wordpress/category/uncategorized/)
17:26:55	133099/133099	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:54%20GMT	http://localhost/wordpress/author/alex/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/author/alex/index.html	(from http://localhost/wordpress/category/uncategorized/)
17:26:57	202259/202259	---M--	200	added ('OK')	image/jpeg	etag:%2231613-5d9a7c3b3f426%22	http://localhost/wordpress/wp-content/uploads/2022/03/IMG-5815-1024x1024-1.jpg	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/IMG-5815-1024x1024-1.jpg	(from http://localhost/wordpress/about-us/)
17:26:57	6411/6411	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:57%20GMT	http://localhost/wordpress/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2Fwordpress%2Fwp-admin%2F%26reauth=1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-login699e.html	(from http://localhost/wordpress/wp-admin/)
17:26:58	1816/1816	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:58%20GMT	http://localhost/wordpress/wp-json/wp/v2/posts/1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/wp/v2/posts/1.json	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:26:58	1663/1663	---M-Z	200	added ('OK')	application/rss+xml	etag:%22e8f0496f00cd3afa1f679f19ed63456c-gzip%22	http://localhost/wordpress/2022/03/06/hello-world/feed/	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/2022/03/06/hello-world/feed/index.html	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:26:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Mar%202022%2017:26:58%20GMT	http://localhost/wordpress/?p=1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/indexcff1.html	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:26:59	2391/2391	---M--	200	added ('OK')	application/json	date:Wed,%2009%20Mar%202022%2017:26:58%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F2022%2F03%2F06%2Fhello-world%2F	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed5cec.json	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:26:59	2451/2451	---M-Z	200	added ('OK')	text/xml	date:Wed,%2009%20Mar%202022%2017:26:59%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F2022%2F03%2F06%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-json/oembed/1.0/embed42d9	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:26:59	145658/145658	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Mar%202022%2017:26:59%20GMT	http://localhost/wordpress/2022/03/06/hello-world/?replytocom=1	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/2022/03/06/hello-world/index6809.html	(from http://localhost/wordpress/2022/03/06/hello-world/)
17:27:01	134885/134885	---M--	200	added ('OK')	image/png	etag:%2220ee5-5d9a7ba56eba9%22	http://localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_18.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/crypto_illustration_18.png	(from http://localhost/wordpress/7-2/)
17:27:02	183815/183815	---M--	200	added ('OK')	image/png	etag:%222ce07-5d9a7ba080ee6%22	http://localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_01.png	C:/My%20Web%20Sites/Portfolio%20pal%202/localhost/wordpress/wp-content/uploads/2022/03/Crypto_Illustration_01.png	(from http://localhost/wordpress/7-2/)
